ID;CLASS;X01;X02;X03;X04;X05;X06;X07;X08;X09;X10;X11;X12;X13;X14;X15;X16;X17;X18;X19;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X60;X61;DATETIME_OPEN;DATETIME_CHECK
308;1;191;2;46;1;6;15;3;5;14;45;29;43;177;394;332;0;1;17;23;116;175;24;378;167;0;0;187;4;60;20;0;2;0;0;0;11501;-51156;-19141;-19305;113314;13235;102815;25985;21688;2408;31;9623;1;0;0;1;0;0;NULL;21;19;-132;-100;NULL;NULL;-183;"2016-01-28 00:00:00";"2016-07-13 19:06:49"
310;2;2;1;84;32;7;14;10;4;20;50;79;14;8;331;94;20;6;34;3;7;24;38;4128;100;0;0;2;0;54;0;0;10;27;0;10;26485;-20549;4855;4687;93398;6226;2320;8714;63472;894;299;42;6;1;3;0;1;0;2781;49;3;NULL;NULL;NULL;NULL;-192;"2016-04-04 00:00:00";"2016-07-13 15:01:02"
311;2;0;0;11;4;0;6;0;1;0;1;13;1;0;34;7;5;0;2;0;0;0;27;3600;44;0;0;0;0;12;0;0;0;3;0;0;8730;760;4701;4930;200811;20825;20634;NULL;97581;9314;20883;NULL;4;0;0;4;0;0;NULL;11;1;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-13 13:35:39"
312;2;47;2;27;0;1;7;7;9;3;3;24;7;30;112;59;4;0;4;1;2;48;17;1104;106;0;3;44;0;8;0;0;1;9;0;1;6355;-17245;-1333;-660;467787;22697;2317;21737;384422;13426;726;6498;2;0;0;2;0;0;NULL;16;3;NULL;NULL;NULL;NULL;-51;"2016-03-29 00:00:00";"2016-07-13 12:47:25"
315;2;0;0;9;3;3;3;0;0;0;1;11;1;0;34;7;4;1;0;1;0;0;27;3600;44;0;0;0;0;12;0;0;0;3;0;0;8800;-7025;2516;920;223588;20871;13201;101475;219430;11853;13201;101475;4;0;0;4;0;0;NULL;9;1;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-13 08:58:20"
316;1;275;1;26;0;4;1;0;1;13;36;2;25;169;409;364;0;14;15;11;45;279;19;3600;149;0;0;275;0;94;12;0;5;0;0;0;5502;-60348;-26940;-25934;78161;14388;76;23728;57777;1962;35;9563;1;0;0;1;0;0;NULL;1;4;-95;-100;NULL;NULL;-92;"2016-02-15 00:00:00";"2016-07-13 02:00:52"
317;2;0;0;16;1;3;8;0;0;4;27;14;3;0;78;47;3;0;8;0;2;34;17;888;59;0;0;0;0;14;0;6;0;6;0;0;3801;-13396;-6760;-7696;92010;41996;32734;88574;66137;1899;9096;13665;3;0;0;2;1;0;NULL;11;2;NULL;NULL;-50;-50;NULL;"2016-05-14 00:00:00";"2016-07-12 22:42:22"
318;2;0;0;2;2;0;0;0;0;0;1;4;0;0;14;4;4;0;0;0;0;0;47;888;4;0;0;0;0;7;0;0;0;0;0;0;7900;-16000;-4067;-4050;136534;34674;NULL;36;136534;34674;NULL;36;4;1;0;3;0;0;6025;2;0;NULL;NULL;NULL;NULL;NULL;"2016-07-08 00:00:00";"2016-07-12 22:37:21"
319;2;0;0;5;5;0;0;0;0;0;1;7;1;0;24;4;4;0;0;0;0;0;27;3600;43;0;0;0;0;12;0;0;0;3;0;0;8805;760;5100;7900;359959;18038;NULL;NULL;327408;14107;NULL;NULL;4;0;0;4;0;0;NULL;5;1;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-12 21:38:20"
320;2;3;1;39;19;1;10;3;6;0;0;41;0;3;144;53;9;0;40;1;0;3;20;1116;119;0;0;3;0;13;0;0;0;0;0;0;8000;-33881;-9194;-7081;349685;9689;12619;17661;161649;2489;202;46;1;0;0;1;0;0;NULL;35;0;NULL;NULL;NULL;NULL;NULL;"2016-03-15 00:00:00";"2016-07-12 21:28:18"
321;2;2;1;53;37;7;3;0;1;5;18;46;21;2;325;86;46;8;7;0;3;21;35;134;266;0;0;2;0;36;0;0;8;74;0;2;8200;-117950;-62220;-55050;161431;5867;1342;23724;100467;2212;40;151;5;1;0;1;2;0;5872;45;7;NULL;NULL;NULL;NULL;-74;"2015-10-20 00:00:00";"2016-07-12 18:05:11"
322;2;0;0;9;4;2;2;1;0;0;1;11;2;0;22;7;7;0;0;0;0;0;17;888;73;0;0;0;0;9;0;0;0;3;0;0;7901;-7899;-2461;-431;194315;14570;586;34;170820;10498;312;34;3;1;0;2;0;0;NULL;9;1;NULL;NULL;NULL;NULL;NULL;"2016-04-30 00:00:00";"2016-07-12 16:34:32"
327;2;0;0;21;15;2;4;0;0;0;1;23;5;0;49;13;7;0;0;0;0;0;16;879;87;0;0;0;0;14;0;0;0;17;0;0;12850;-34500;-15536;-26500;320733;16033;25760;28;285151;9443;4354;28;3;0;0;3;0;0;NULL;16;3;NULL;NULL;NULL;NULL;NULL;"2016-04-16 00:00:00";"2016-07-12 12:15:11"
328;2;0;0;14;8;2;4;0;0;0;1;16;5;0;46;11;10;0;1;0;0;0;17;879;66;0;0;0;0;11;0;0;0;11;0;0;8150;150;4104;4550;329002;28031;4493;NULL;300814;23883;4493;NULL;7;1;0;2;0;0;NULL;14;4;NULL;NULL;NULL;NULL;NULL;"2016-05-07 00:00:00";"2016-07-12 12:14:10"
329;2;0;0;13;6;1;1;0;4;1;0;14;2;0;30;8;7;0;0;0;0;0;41;3600;26;0;0;0;0;8;0;0;0;9;0;0;7960;-6249;-1393;-400;150378;37116;3341;29;138377;25750;2126;29;4;0;0;4;0;0;NULL;12;1;NULL;NULL;NULL;NULL;NULL;"2016-06-16 00:00:00";"2016-07-12 12:04:07"
330;2;0;0;21;8;0;6;2;2;1;2;23;0;0;48;9;6;0;0;0;0;0;41;3600;26;0;0;0;0;13;0;0;0;0;0;0;17628;-14711;-3156;-6668;169207;25087;3524;52;173810;12510;680;52;4;0;0;4;0;0;9865;18;0;NULL;NULL;NULL;NULL;NULL;"2016-06-16 00:00:00";"2016-07-12 11:40:53"
331;2;0;0;4;3;0;0;1;0;0;1;4;0;0;14;2;2;0;0;0;0;0;23;888;8;0;0;0;0;7;0;0;0;0;0;0;8200;200;5333;7600;111149;19715;1611;NULL;111149;19715;1611;NULL;5;0;1;3;1;0;5444;4;0;NULL;NULL;NULL;NULL;NULL;"2016-07-04 00:00:00";"2016-07-12 11:36:12"
332;2;2;1;23;22;0;0;1;0;0;6;29;0;0;78;25;23;0;0;0;2;0;23;879;88;0;0;2;0;29;0;0;0;0;0;1;0;-16388;-12024;-8888;320953;13638;156;16920;173625;10208;156;12879;4;2;0;0;1;0;NULL;23;0;NULL;NULL;NULL;NULL;NULL;"2016-04-15 00:00:00";"2016-07-12 11:34:46"
333;2;2;1;46;16;3;7;6;8;6;16;53;4;2;134;47;25;1;5;1;6;6;24;4128;56;0;0;2;0;30;6;0;0;6;0;5;7990;-74038;-24294;-17550;136656;4798;6980;30107;103615;1198;754;587;6;2;1;1;1;0;5240;44;2;-684;-430;NULL;NULL;NULL;"2016-05-17 00:00:00";"2016-07-12 11:00:27"
334;1;40;1;23;1;1;1;5;6;8;17;70;13;40;178;84;0;5;6;9;25;38;22;4819;340;0;0;40;0;27;6;0;0;0;0;2;37500;-27527;-6272;-7226;164161;7037;316;14007;31459;682;38;1720;1;0;0;1;0;0;NULL;8;4;-535;-475;NULL;NULL;NULL;"2015-08-07 00:00:00";"2016-07-12 10:49:13"
335;2;1;1;36;1;5;11;9;6;4;0;37;6;3;204;22;4;2;5;2;3;4;23;1104;69;0;0;1;0;12;0;0;0;28;0;0;13204;-1297;2420;930;144043;6269;51388;110080;50778;2929;1465;153715;11;3;0;2;2;4;NULL;34;3;NULL;NULL;NULL;NULL;NULL;"2016-05-04 00:00:00";"2016-07-12 09:22:39"
336;1;347;2;64;0;10;7;1;24;21;68;28;12;111;567;464;1;0;18;29;150;266;30;4706;370;0;22;325;0;83;31;0;2;1;0;2;-7000;-88757;-42666;-36869;73480;22550;9595;17851;23884;6080;30;5295;3;1;1;0;0;1;NULL;4;4;-242;-100;NULL;NULL;-119;"2015-07-07 00:00:00";"2016-07-11 19:18:35"
339;2;6;1;6;1;0;0;2;3;0;6;6;0;4;35;15;0;1;0;1;4;9;19;1104;199;0;0;6;0;14;1;0;2;0;0;2;7344;-1508;881;90;2587812;2729;1630;94303;2547873;2551;1630;21624;2;0;0;1;0;1;NULL;6;0;-150;-150;NULL;NULL;-118;"2015-12-25 00:00:00";"2016-07-11 09:01:06"
340;2;2;1;22;8;0;3;5;1;5;1;22;4;2;164;13;2;1;0;1;0;5;23;1104;42;0;0;2;0;11;0;0;0;31;0;1;22950;-15791;4179;1312;151276;13792;25714;39114;161896;9727;491;405;11;3;0;2;2;4;NULL;15;3;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-11 23:42:50"
341;2;6;1;12;7;0;2;1;0;2;3;14;0;0;69;31;9;1;0;1;0;20;22;888;67;0;0;0;6;17;0;0;1;0;0;0;7080;-17878;-4711;-1638;117410;14099;2295;136685;97669;7194;2548;115471;9;5;1;1;0;0;NULL;12;0;NULL;NULL;NULL;NULL;-39;"2016-05-05 00:00:00";"2016-07-11 22:37:07"
342;2;0;0;20;10;0;3;2;5;0;1;22;0;0;55;17;13;1;1;0;2;0;21;888;67;0;0;0;0;20;0;0;0;0;0;0;8190;-15640;-1822;200;314002;11134;1379;97;266513;3902;404;114;7;1;1;1;0;1;NULL;20;0;NULL;NULL;NULL;NULL;NULL;"2016-05-05 00:00:00";"2016-07-11 21:41:16"
343;2;0;0;63;25;3;20;5;6;2;79;61;3;2;255;136;43;1;5;1;4;81;17;888;235;0;0;0;0;33;0;22;0;0;0;3;8630;-72521;-32071;-27431;66528;5805;5241;87456;44733;4154;505;47097;2;1;0;1;0;0;NULL;62;1;NULL;NULL;-50;-50;NULL;"2015-11-19 00:00:00";"2016-07-11 21:30:30"
345;2;0;0;1;0;0;1;0;0;0;0;2;0;0;6;1;0;0;1;0;0;0;49;1142;718;0;0;0;0;4;0;0;0;0;0;0;4000;0;2000;2000;NULL;5314;NULL;NULL;NULL;5314;NULL;NULL;2;0;0;2;0;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2014-07-24 00:00:00";"2016-07-11 20:03:41"
347;2;0;0;4;4;0;0;0;0;0;4;9;0;0;39;4;4;0;0;0;0;0;16;888;385;0;0;0;0;20;0;0;0;0;0;0;8100;100;4112;4150;3677289;839;NULL;NULL;1701095;746;NULL;NULL;8;2;0;0;6;0;1739;4;0;NULL;NULL;NULL;NULL;NULL;"2015-06-22 00:00:00";"2016-07-11 19:08:37"
349;2;0;0;18;10;3;1;2;0;1;1;19;0;0;34;6;1;0;0;0;0;1;21;888;45;0;0;0;0;9;0;0;0;0;0;0;47350;150;13789;8125;223325;3937;6868;246;236489;2965;823;246;5;0;0;5;0;0;NULL;11;0;NULL;NULL;NULL;NULL;NULL;"2016-05-27 00:00:00";"2016-07-11 13:39:49"
350;2;0;0;11;2;1;2;3;3;0;3;13;0;0;34;8;4;1;1;0;0;2;54;888;14;0;0;0;0;13;0;1;0;0;0;0;8000;-7968;-674;100;175048;8092;1019;98830;165394;9246;350;51383;2;0;0;2;0;0;NULL;10;0;NULL;NULL;-50;-50;NULL;"2016-06-27 00:00:00";"2016-07-11 13:30:32"
352;2;0;0;10;2;1;4;2;1;0;1;13;4;0;23;5;5;0;0;0;0;0;21;888;45;0;0;0;0;7;0;0;0;4;0;0;8150;150;4306;5050;228294;16781;668;NULL;245509;19093;433;NULL;5;0;0;5;0;0;NULL;10;1;NULL;NULL;NULL;NULL;NULL;"2016-05-27 00:00:00";"2016-07-11 12:48:30"
360;2;0;0;9;0;4;0;5;0;0;9;11;0;0;35;12;2;1;0;1;0;8;20;888;24;0;0;0;0;11;0;2;0;0;0;0;8100;-200;4140;6300;113066;17992;1783;146115;96274;6507;969;142141;8;1;3;4;0;0;NULL;9;0;NULL;NULL;-50;-50;NULL;"2016-06-14 00:00:00";"2016-07-08 18:52:06"
362;2;0;0;2;0;0;2;0;0;0;1;4;0;0;10;1;1;0;0;0;0;0;27;3600;30;0;0;0;0;6;0;0;0;0;0;0;7900;800;4366;4400;NULL;21278;522;NULL;NULL;21278;522;NULL;4;0;0;4;0;0;NULL;2;0;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-06-29 00:07:47"
363;2;0;0;1;1;0;0;0;0;0;1;3;1;0;9;1;1;0;0;0;0;0;38;3600;22;0;0;0;0;5;0;0;0;1;0;0;8000;750;4375;4375;NULL;60770;NULL;NULL;NULL;60770;NULL;NULL;4;3;0;1;0;0;2725;1;1;NULL;NULL;NULL;NULL;NULL;"2016-06-18 00:00:00";"2016-07-10 11:58:53"
366;2;0;0;14;4;0;3;5;2;0;0;16;2;0;27;6;5;0;0;0;0;0;41;3600;24;0;0;0;0;6;0;0;0;7;0;0;9005;750;5167;6455;165918;19600;918;NULL;161812;11319;221;NULL;4;0;0;4;0;0;NULL;13;1;NULL;NULL;NULL;NULL;NULL;"2016-06-16 00:00:00";"2016-07-10 08:19:27"
367;2;2;1;5;2;0;3;0;0;0;3;21;0;0;42;13;2;1;1;0;1;8;23;888;16;0;0;2;0;13;1;0;0;0;0;1;7800;-882;1071;-400;94291;4660;2574;79796;89747;3886;2574;49449;6;2;0;3;1;0;NULL;5;0;-17;-17;NULL;NULL;NULL;"2016-06-20 00:00:00";"2016-07-06 17:22:46"
368;1;0;0;11;0;1;3;1;1;5;35;15;8;0;83;58;0;0;3;4;8;43;43;1567;2068;0;0;0;0;28;17;0;0;0;0;0;5690;-6779;-2966;-4900;439657;20938035;1988;140622;101707;61444;1988;19549;4;0;1;1;0;0;NULL;3;3;-46;-50;NULL;NULL;NULL;"2010-11-11 00:00:00";"2016-07-10 03:42:36"
370;2;1;1;11;8;1;1;1;0;0;3;53;1;1;118;12;10;0;0;0;1;1;18;879;95;0;0;1;0;26;0;0;0;11;1;1;8001;-7099;-1487;1;769650;18091;470;553089;215436;16929;470;487220;4;1;0;2;1;0;NULL;11;1;NULL;NULL;NULL;NULL;NULL;"2016-04-05 00:00:00";"2016-07-09 21:17:07"
371;2;0;0;28;11;0;7;8;2;0;0;30;2;0;78;18;15;1;1;1;0;0;17;1618;121;0;0;0;0;25;0;0;0;0;0;0;8000;-8000;-988;0;614652;1608;5185;4;90869;1168;1332;4;2;1;0;0;0;0;NULL;28;1;NULL;NULL;NULL;NULL;NULL;"2016-03-10 00:00:00";"2016-07-09 20:22:39"
372;2;0;0;4;1;0;3;0;0;0;3;33;0;0;42;5;1;1;1;0;0;2;24;888;19;0;0;0;0;9;1;0;0;0;0;0;8000;100;2216;200;105066;4149;1330;52361;105066;3151;1330;52361;5;2;0;2;1;0;NULL;4;0;-50;-50;NULL;NULL;NULL;"2016-06-20 00:00:00";"2016-07-09 19:43:40"
374;2;3;1;49;20;2;14;6;3;3;2;53;0;3;113;35;31;0;0;0;2;1;42;879;94;0;0;3;0;31;0;0;0;0;3;0;43350;-16010;-6319;-7080;197364;10186;3860;39897;158295;4570;1852;34;4;3;0;0;0;0;NULL;47;0;NULL;NULL;NULL;NULL;NULL;"2016-04-06 00:00:00";"2016-07-09 18:21:18"
375;1;70;2;20;0;0;1;13;2;1;34;18;24;28;332;133;0;1;12;9;17;87;29;1579;158;0;0;69;1;34;0;0;17;1;0;0;28625;-75061;-24488;-18261;304265;54298;89686;67765;21786;17626;67476;28994;5;0;0;3;2;0;NULL;11;10;NULL;NULL;NULL;NULL;-148;"2016-02-02 00:00:00";"2016-07-09 18:21:18"
376;2;0;0;2;2;0;0;0;0;0;1;4;0;0;12;2;2;0;0;0;0;0;17;904;10;0;0;0;0;8;0;0;0;0;0;0;8152;152;4114;4076;242370;17205;NULL;NULL;242370;17205;NULL;NULL;3;1;0;2;0;0;NULL;2;0;NULL;NULL;NULL;NULL;NULL;"2016-06-29 00:00:00";"2016-07-09 16:05:32"
377;2;0;0;0;0;0;0;0;0;0;1;2;0;0;5;0;0;0;0;0;0;0;39;4128;2;0;0;0;0;4;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;1;2;1;2;0;2936;0;0;NULL;NULL;NULL;NULL;NULL;"2016-07-07 00:00:00";"2016-07-09 15:08:40"
378;2;0;0;0;0;0;0;0;0;0;2;2;0;0;11;0;0;0;0;0;0;0;23;888;40;0;0;0;0;9;0;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;0;1;0;0;0;1243;0;0;NULL;NULL;NULL;NULL;NULL;"2016-05-30 00:00:00";"2016-07-09 13:44:19"
379;2;59;1;13;1;0;3;3;6;0;53;5;4;49;176;121;0;0;1;1;2;117;17;2406;624;0;0;59;0;14;2;0;25;1;0;0;8096;-1145;775;652;490310;40143;18975;49257;199247;30576;18975;14390;3;0;0;3;0;0;NULL;7;2;-35;-35;NULL;NULL;-41;"2014-10-22 00:00:00";"2016-07-07 20:57:52"
380;1;54;1;7;0;1;1;0;0;0;0;7;2;23;102;76;0;3;10;11;35;14;31;1298;688;0;0;54;0;41;0;0;0;0;0;0;20000;-20628;-123;-1016;625620;22736;1848159;69490;511531;23220;1848159;17373;3;0;0;3;0;0;NULL;5;1;NULL;NULL;NULL;NULL;NULL;"2014-08-21 00:00:00";"2016-07-09 09:17:20"
381;2;0;0;5;3;0;2;0;0;0;2;7;3;0;27;7;4;0;0;0;0;3;30;888;22;0;0;0;0;10;0;0;0;5;0;0;8732;232;3526;799;128460;24452;9417;145634;111096;13473;9417;172800;12;1;1;7;1;0;NULL;5;2;NULL;NULL;NULL;NULL;NULL;"2016-06-17 00:00:00";"2016-07-09 00:19:57"
382;2;0;0;26;11;2;6;2;0;3;1;27;6;0;62;9;3;1;0;0;0;2;17;879;73;0;0;0;0;9;0;0;0;29;0;0;40504;-30776;4524;6233;191703;13171;6133;658;187551;3918;156;658;5;5;0;0;0;0;NULL;19;4;NULL;NULL;NULL;NULL;NULL;"2016-04-26 00:00:00";"2016-07-08 23:25:10"
384;1;23;1;15;0;0;1;6;6;1;5;37;0;29;111;42;0;0;3;4;16;19;27;1094;104;0;0;23;0;24;1;0;1;0;0;0;10563;-1401;1372;1197;526296;94593;8197;44277;279931;1079;312;7754;1;0;0;1;0;0;NULL;4;0;-50;-50;NULL;NULL;-400;"2016-03-26 00:00:00";"2016-07-08 22:49:37"
385;2;0;0;7;3;0;3;1;0;0;5;15;0;0;38;9;4;0;0;0;0;5;30;888;27;0;0;0;0;11;0;0;0;0;0;0;8616;-50;3362;716;277722;24588;863;85700;140285;19916;863;90145;12;1;1;7;1;0;NULL;7;0;NULL;NULL;NULL;NULL;NULL;"2016-06-11 00:00:00";"2016-07-08 21:40:35"
386;2;0;0;1;1;0;0;0;0;0;0;3;0;0;11;3;0;1;0;1;1;0;18;888;3;0;0;0;0;7;0;0;0;0;0;0;166;-7800;-2409;-1000;188631;NULL;NULL;46029;188631;NULL;NULL;46029;12;2;0;0;6;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2016-07-05 00:00:00";"2016-07-08 20:30:52"
389;1;94;4;45;1;3;3;1;4;20;54;12;6;54;279;178;1;8;9;6;40;104;27;1142;734;6;3;74;11;63;0;0;25;0;0;8;183685;112812;139993;146289;194960;17860;177344;41486;107946;857;28;11589;3;2;0;1;0;0;NULL;9;2;NULL;NULL;NULL;NULL;-68;"2014-07-03 00:00:00";"2016-07-06 13:14:56"
391;2;8;1;35;4;1;4;4;6;16;1;24;10;11;87;35;4;0;4;3;12;12;20;879;608;0;0;8;0;16;0;0;0;17;0;0;3054;-4936;-1726;-931;385050;13789;215764;43672;276541;3041;166;2162;6;3;1;2;0;0;NULL;15;6;NULL;NULL;NULL;NULL;NULL;"2014-10-28 00:00:00";"2016-06-27 19:25:06"
392;2;2;1;41;28;1;3;3;3;3;2;42;2;0;126;36;28;1;1;3;0;2;17;1579;620;0;0;2;0;39;0;0;0;1;0;0;7027;-18371;331;-974;303371;1794;720;8736;171348;1355;212;33;1;1;0;0;0;0;NULL;37;1;NULL;NULL;NULL;NULL;NULL;"2014-10-23 00:00:00";"2016-07-04 20:34:49"
393;2;21;1;12;0;1;1;2;0;8;3;18;2;20;108;34;0;0;1;2;8;23;17;2406;388;0;0;21;0;21;0;0;1;0;0;0;6433;-1711;-258;-596;341497;6292;439898;57088;40918;2627;439898;3261;3;0;0;3;0;0;NULL;6;1;NULL;NULL;NULL;NULL;-12;"2015-06-15 00:00:00";"2016-07-07 20:50:20"
394;1;4;1;44;0;3;13;8;11;6;15;50;71;27;185;116;2;0;29;33;35;13;27;378;978;0;0;4;0;19;8;0;0;1;0;0;30056;-110389;-56960;-52296;138111;53838;49696;52227;65655;26368;1986;9503;3;0;0;2;0;0;NULL;19;19;-257;-200;NULL;NULL;NULL;"2013-11-02 00:00:00";"2016-07-07 16:46:53"
395;2;0;0;29;28;0;0;1;0;0;72;31;8;0;198;106;36;0;0;0;1;69;19;1579;101;0;0;0;0;38;0;4;0;23;0;3;7900;-67060;-7678;-2600;110989;3018;1025;68421;107424;1911;1025;86477;4;2;0;1;1;0;NULL;29;3;NULL;NULL;-50;-50;NULL;"2016-03-23 00:00:00";"2016-07-02 07:31:31"
396;2;0;0;25;20;2;1;1;0;0;3;25;0;0;77;23;20;0;0;0;0;0;16;1579;47;0;0;0;0;29;0;0;0;0;0;0;8000;-15800;-9588;-7800;138824;2565;1209;25;151421;1862;946;25;10;1;1;1;3;0;NULL;23;0;NULL;NULL;NULL;NULL;NULL;"2016-05-16 00:00:00";"2016-07-02 07:31:31"
397;2;0;0;30;16;2;9;3;0;0;39;32;2;7;130;68;26;1;3;0;0;38;26;879;94;0;0;0;0;29;0;12;0;12;0;0;4301;-46299;-33433;-38299;102508;32260;2795;108187;84534;30577;2595;80334;2;0;0;1;0;0;NULL;30;2;NULL;NULL;-50;-50;NULL;"2016-04-04 00:00:00";"2016-07-07 11:54:36"
398;1;218;3;43;1;2;5;11;6;12;46;17;57;121;396;337;3;2;28;46;107;141;34;1618;218;4;0;210;4;81;22;0;2;0;0;2;52314;-134234;-58961;-62113;70615;13347;15991;26800;23884;3399;24;7797;5;3;1;0;0;1;NULL;10;15;-180;-100;NULL;NULL;-605;"2015-12-02 00:00:00";"2016-07-07 10:50:02"
399;1;44;1;11;1;0;2;3;2;3;14;11;1;11;94;63;3;0;0;9;19;32;54;1138;773;0;0;44;0;25;5;0;2;1;0;1;-1670;-30816;-16527;-17483;1027424;101742;3977;254111;1051089;3404;1180;62064;4;0;0;2;1;0;NULL;11;1;-190;-100;NULL;NULL;-48;"2014-05-26 00:00:00";"2016-07-07 07:14:09"
400;1;37;3;24;0;4;0;2;15;2;47;210;3;14;436;98;1;3;6;9;18;61;17;1349;608;1;8;28;0;43;13;0;6;5;0;2;17061;-16565;-2068;1;463651;42622;20918;38260;253675;20508;1505;3520;1;0;0;1;0;0;NULL;3;2;-187;-50;NULL;NULL;-140;"2014-11-07 00:00:00";"2016-07-07 00:46:31"
401;2;0;0;4;0;0;2;2;0;0;1;20;0;0;28;1;1;0;0;0;0;0;24;888;16;0;0;0;0;7;0;0;0;0;0;0;8000;0;3620;2700;NULL;6590;1226;NULL;NULL;6590;1316;NULL;5;2;0;2;1;0;NULL;4;0;NULL;NULL;NULL;NULL;NULL;"2016-06-20 00:00:00";"2016-07-06 21:31:26"
402;2;0;0;8;1;1;3;1;1;1;1;10;0;0;23;2;2;0;0;0;0;0;19;888;8;0;0;0;0;14;0;0;0;0;0;0;7966;66;4661;5366;265008;6199;3021;NULL;265008;6199;3152;NULL;3;1;0;0;1;1;NULL;8;0;NULL;NULL;NULL;NULL;NULL;"2016-06-28 00:00:00";"2016-07-06 21:13:43"
403;2;0;0;17;6;2;2;3;0;4;2;19;7;0;35;9;8;0;0;0;0;0;20;879;205;0;0;0;0;7;0;0;0;27;0;0;7966;-8000;-1872;-600;165471;18158;2228;16;156568;16239;259;16;6;3;1;2;0;0;NULL;17;3;NULL;NULL;NULL;NULL;NULL;"2015-12-14 00:00:00";"2016-07-06 19:42:28"
404;2;2;1;33;25;3;1;1;2;1;12;34;8;0;222;51;32;3;2;2;2;10;29;1618;70;0;0;2;0;28;0;0;4;42;0;1;8800;-62027;-32811;-53517;136389;5247;NULL;41658;109772;2642;NULL;2598;4;1;1;0;2;0;NULL;29;3;NULL;NULL;NULL;NULL;-83;"2016-04-27 00:00:00";"2016-07-06 17:12:04"
405;2;0;0;3;3;0;0;0;0;0;2;5;0;0;16;5;3;0;0;0;0;2;23;888;8;0;0;0;0;8;0;0;1;0;0;0;8000;-66;2968;33;72957;7933;NULL;51670;72957;8829;NULL;51670;3;1;0;2;0;0;NULL;3;0;NULL;NULL;NULL;NULL;-66;"2016-06-28 00:00:00";"2016-07-06 15:04:01"
406;2;4;1;4;2;0;0;0;0;0;2;7;0;4;38;8;4;0;0;0;1;2;16;888;34;0;0;4;0;19;0;0;0;0;0;0;20000;-5964;7148;10100;442997;60863;103306;127573;442997;6763;103306;72727;4;0;1;3;0;0;NULL;2;0;NULL;NULL;NULL;NULL;NULL;"2016-05-04 00:00:00";"2016-06-07 17:22:54"
407;2;0;0;1;1;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;0;0;21;888;13;0;0;0;0;4;0;0;0;0;0;0;7967;7967;7967;7967;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;6;4;0;0;0;0;NULL;1;0;NULL;NULL;NULL;NULL;NULL;"2016-06-22 00:00:00";"2016-07-05 21:24:57"
408;2;9;1;14;2;0;0;2;3;6;5;10;7;7;66;44;4;1;1;2;4;30;35;4723;84;0;0;9;0;16;0;0;2;3;0;1;18351;-80541;-64148;-74398;118358;27157;4072;159136;123287;585;41;117725;5;1;4;0;0;0;NULL;5;3;NULL;NULL;NULL;NULL;-75;"2016-04-12 00:00:00";"2016-07-05 19:29:05"
409;2;2;1;55;19;7;8;13;6;2;3;79;10;0;163;46;39;2;1;2;0;2;21;4128;133;0;0;2;0;23;0;0;0;60;0;1;8111;-89619;-42671;-63969;156801;2070;4116;4621;136591;1312;993;63;1;1;0;0;0;0;NULL;53;2;NULL;NULL;NULL;NULL;NULL;"2016-02-23 00:00:00";"2016-07-05 15:32:58"
410;2;6;1;20;5;2;4;1;7;1;1;18;4;3;106;36;7;0;2;2;2;23;22;888;70;0;0;6;0;39;0;0;0;8;0;0;6600;-3875;-576;-1629;119735;5989;18966;150535;113903;1875;449;93929;2;1;0;1;0;0;NULL;18;2;NULL;NULL;NULL;NULL;NULL;"2016-04-25 00:00:00";"2016-07-04 19:28:38"
411;2;2;1;55;16;6;9;8;6;10;1;70;2;0;127;33;25;1;1;0;1;3;28;4128;52;0;0;2;0;20;0;0;0;1;0;0;7701;-31851;-9671;-8224;137165;3349;29850;14970;127500;1688;544;54;2;1;0;1;0;0;NULL;52;1;NULL;NULL;NULL;NULL;NULL;"2016-05-13 00:00:00";"2016-07-04 20:14:48"
412;2;0;0;6;2;0;4;0;0;0;3;13;4;0;27;6;4;0;2;0;0;0;17;888;51;0;0;0;0;9;0;0;0;3;0;0;4700;-12600;-5417;-4700;789931;24631;5117;32;478103;26750;5117;32;3;0;0;2;1;0;NULL;6;1;NULL;NULL;NULL;NULL;NULL;"2016-05-14 00:00:00";"2016-07-04 19:06:28"
